rev_id,labels
712873730,5
713698319,5
713084875,5
713471077,5
713093933,
709907612,1
714362055,2
711335044,
711812242,
709902081,5
711284210,5
710679503,5
711363041,
713043577,
713501053,5
711722132,
710383067,5
713538763,
711050975,"3,5"
712123608,9
713879795,5
709572884,8
710503610,5
710775228,5
711483150,
712855411,5
709934164,"5,9"
711535153,"1,3"
711170659,9
709983129,5
714222547,5
710703520,8
714405263,
712591427,9
710720980,
713238407,5
713117080,"5,8"
711367015,5
713779831,
709654739,
711546992,3
711519988,
711646479,
712170121,10
712944957,5
709557094,6
713555031,5
710405670,5
713319704,"5,8"
712998449,
711937038,8
711290694,4
713598758,1
711959386,5
709756521,3
711361290,10
709706387,8
709630234,"5,8"
714374168,5
714031776,9
711627918,5
713160697,
710830276,
709531000,5
712182865,
709984879,
713916578,1
713272882,
713808782,8
710981112,5
710639850,9
711326989,9
709474754,5
713110827,
714373139,9
710322795,
709686860,"5,7"
710126277,5
712137058,
712985202,
710894462,
712246065,
711232433,
713257355,5
712229214,
709805095,8
709411106,6
709578614,3
714019736,"3,8"
712938873,3
713564879,
709846218,5
709610354,5
713281590,5
710469683,
710103186,5
712248488,10
709745441,
712812535,
712012522,0
711824629,5
713922165,6
711942094,8
710728924,5
711197028,10
714246046,10
712887374,
714394547,9
712818479,3
709719831,7
713001140,3
713186603,6
710553149,5
710987926,5
714211869,8
713880138,8
710812173,0
713271145,
709413311,
712460603,5
712873725,"5,9"
712991373,
714027379,"2,8"
712083776,2
712900834,
710583811,8
709685138,8
710795071,
712635137,5
711247081,
712673402,5
710214873,
709439179,8
713255783,5
709748097,"5,8"
714026213,3
710330818,
713588008,5
710860579,5
713300691,5
711689983,"5,8"
711538047,3
709903457,0
713540195,5
713026081,5
710341455,
710229761,"5,8"
714263794,
710502294,8
712637323,3
711934686,1
710899171,"5,8"
710274654,
710472032,5
712792631,7
712388337,3
711570389,3
714216415,
712976393,8
710049244,
714148272,0
713609664,5
709543908,6
710401661,
709660532,
712866739,5
710927620,6
714042437,
712894459,6
712284432,
713930923,5
712754106,5
713538988,5
710639116,11
712536752,1
713776969,3
711506980,
711822359,
713662106,"5,8"
712921873,9
709740976,
713243973,
714040569,5
711166183,
711102474,5
713973437,3
710642827,5
709634756,10
711512772,5
714111447,10
710460292,
711035045,
711029905,6
711421099,
712397640,10
710384226,
713787988,10
710219842,3
710193285,1
710824727,
713433051,"5,8"
714085715,5
710511310,1
711187520,5
711096130,"5,8"
709504609,
711775727,5
713600219,5
709473429,
712232171,6
710428891,
710053246,
713711675,"5,8"
710563160,0
712690066,6
713913459,
709600894,"5,8"
709458242,3
709536497,0
710393152,3
712907177,"5,8,9"
710939006,5
713350489,11
713413067,
710994586,"5,8"
713586479,
711383312,5
710382683,5
713467730,
710866836,
712799442,
712403007,5
713208811,"5,8"
710199291,5
713615886,5
709976132,3
713566043,5
710294160,5
712416494,
709702908,10
714134606,7
713570036,5
712424264,"5,8"
712019050,5
710018344,5
710716872,5
714394029,3
710627981,5
711431971,5
711247719,
713996931,10
710330280,5
712512759,
709961690,
713508756,4
713478980,5
710681067,8
709456214,
711192890,5
709745272,"5,8"
711279730,8
712162762,2
713124811,5
713099837,
711733753,
710260201,10
711963351,"5,8"
712953957,3
710863732,7
712374988,6
713553433,3
710040102,7
713550404,10
714291574,8
712948070,5
711477778,10
712711857,
711597845,"5,8,9"
712453368,3
710599034,5
713182171,5
712092368,
713844118,5
712234130,3
711719975,5
712190434,5
712090058,
713057166,10
712519591,5
710029680,5
713306009,"3,5"
714375028,
709567579,5
710165301,5
713851329,10
711293147,0
713326257,5
712163435,
710772527,"3,5"
711284397,8
709515147,"3,5"
709486095,7
713344525,5
713711799,6
712788969,5
713662673,"5,8"
711060220,
712373503,1
712171286,
711464575,5
711728466,5
710887845,
710880077,
709473918,3
713411240,5
713767115,2
713954504,0
709522648,
711031346,8
710720054,
711551372,
710036072,3
714170301,5
712523222,
711402221,
711767273,8
712872663,8
710436946,
711568541,"3,5"
710352293,
709965170,
710073221,5
714236748,
713786715,5
709991455,
711275127,3
711163856,
710607547,
709410439,
710195195,
712724480,"5,8"
714351346,3
712319806,8
713577136,5
710340647,"5,8"
714046339,
712790985,10
713413335,9
712680997,0
714008549,5
710621857,5
710132410,
710150083,
712523207,5
711708668,8
714255821,5
714375013,13
711540463,
713662302,5
712226160,
710554359,8
712046369,5
711432376,10
713396095,
713445807,3
711972257,8
710949120,5
711070290,
713612974,10
712762144,
710336919,"5,8"
709662794,5
713296499,5
712744151,
709956430,3
709849308,8
713996228,
710894109,
709684499,
713468703,5
714372952,
712304511,5
710929993,5
710863634,5
710117363,
711188710,
714359165,11
713459430,5
711601321,
711508786,
711853125,5
711151106,3
712133714,
714259760,
710182314,5
711928545,10
710665586,
710747873,11
710958004,
713256979,
711849808,5
709944416,
713235178,3
711277578,5
712932960,
711914199,
711846014,5
709574306,10
712863762,
711918941,9
710545317,"8,9"
711771179,"3,5"
710738893,
710773491,5
709570722,8
712045696,
709850685,5
712716681,3
713943157,8
709648374,5
712728463,5
713755613,
711413739,1
713517630,10
709454206,10
711920952,5
714103657,5
712395689,"3,5"
711883258,3
710141521,
709825252,
712247053,3
714272844,
710467393,8
709728524,
711820185,5
712560231,5
711929510,5
711222201,5
713253706,
709514308,
714413333,"5,8"
711616935,
713442452,
712940589,"3,8,9"
710661975,
712950971,8
714166327,5
714004159,5
712795184,
713119556,
709726925,9
711136140,
713107460,5
710757300,5
709894220,1
713339358,5
712933977,5
712459729,5
712958383,
710771521,"3,5"
712692289,0
711765197,5
709777349,5
711873985,5
713129378,10
710952804,
712808820,5
711496075,2
714261287,5
710599206,3
709708774,
714366373,
710622359,3
711666434,5
712089242,8
711198882,9
712392659,5
710378288,
710922478,10
712927761,
710272637,5
711878620,
710451719,
712584703,5
710254756,3
711117353,
712940094,
710774901,3
712356211,5
711863721,"5,8"
711355919,7
712374064,5
712957611,10
710466227,5
713902257,9
713836206,3
713303205,
713487478,5
713264293,5
712020341,
713789173,
709509006,5
710611487,
711169161,
712158961,8
712414391,10
712331954,9
714056915,6
709464262,5
709615419,
711532513,5
710653848,5
714014559,10
713994199,10
712888808,
712849225,
712678190,3
714072854,
713291949,
712582829,"5,10"
711813218,5
709538538,
713475690,
714269048,"3,8"
713246930,
709900993,
711961736,5
712642019,5
709963610,3
711357673,
711551415,5
711283762,
710779700,9
712650804,5
714352833,
711300686,10
711003838,
713322166,3
711413608,
712525833,3
711143010,3
713008556,1
710373668,
712089776,8
710129680,8
713320505,6
712023800,1
712799677,5
710574797,5
709457435,
711980302,
712295337,3
711913750,3
710935886,"8,9"
709593024,5
710888261,11
713109253,
713556522,5
712370767,3
711272838,3
709756788,8
713049484,5
711568944,10
711336611,5
713205249,1
709509877,
710771076,
712352725,
713251082,5
709902395,3
709885873,5
711271456,5
712044264,
709707472,5
712123050,1
714373326,3
712867838,0
713626469,"8,9"
713630865,
713399120,1
709890167,"5,8,9"
709411724,9
710059283,"5,8"
711557230,
712217888,
710372359,5
713897841,
709537085,
712543319,
710730357,1
711738487,
711397859,
712292873,5
711721826,"5,8"
711766558,
712298842,5
712621801,9
711839520,10
710615780,5
713093725,10
711364106,3
712838101,5
709474872,
709489446,6
714114866,"8,9"
712129779,
710191557,8
713602989,3
711139224,"5,8"
712792667,
710988432,5
714273125,5
710948283,8
712882039,5
710727065,3
713444600,4
712191895,9
711005825,3
709529195,5
712245420,9
714034036,
712715529,5
712790004,1
712311692,
712844309,5
712407427,"5,8,9"
711782256,3
713870975,5
712183078,5
709507031,
713924169,
713927060,6
711597695,
714014124,
714357952,
712453413,"5,8"
713949586,0
710979038,5
714238892,
714111502,8
709997061,
710238424,8
711139346,5
710578224,5
710788137,5
712959564,8
713280805,1
712519793,
712438677,
711155059,5
713409735,1
712401449,7
712915721,9
714100624,
710815119,0
711114649,8
714126491,
712324661,
714201488,
711817260,3
714169415,3
712255269,9
714094614,5
712044646,0
713114167,"3,8"
713121506,5
709618194,
712205860,
711973118,9
710905630,5
714425150,7
710658815,"2,3,7"
711788726,5
714354938,"5,8"
713996550,5
711016591,
712341422,3
709626341,5
710815913,6
712641440,10
712771849,"1,5"
710859675,9
711192365,"5,8"
711145856,3
712943595,5
712892052,12
714253088,0
714023332,
714271558,5
711264364,"5,8"
712149034,2
712648476,
710574266,9
711930353,3
713214147,3
712278855,
712360999,
709611192,
711291400,8
713417806,1
710684856,6
710379177,5
709608927,"5,8"
709849915,11
713276322,
713326029,3
711579652,
711823829,
710427042,
712517837,5
711565779,"5,8"
709994395,1
712003837,5
713827283,9
713594539,5
709817641,5
713298350,5
713167340,1
711259403,
711814522,3
712789618,10
711193088,3
709486826,
713708165,8
712773665,
709842594,6
713644266,5
714275799,
712926042,8
709580531,5
713358331,
710428206,3
712307050,"5,10"
712121055,
713253122,"5,8"
714319935,9
713443487,6
712129103,5
709570760,6
714366340,9
709699785,6
709896890,5
712448239,10
714263594,8
713532252,
712273409,5
711000982,
713978923,5
713550641,3
710731291,"5,10"
710613528,5
709725958,0
709961642,0
712348615,8
710467957,5
712230510,3
710539595,5
712279095,5
711296030,5
713940277,3
711239312,2
712763598,
713771186,5
710360381,"5,8"
713836110,
712937349,"8,9"
709569538,2
713210516,5
709629193,3
712286785,3
711709421,5
713174592,5
713286547,5
711998477,9
711279437,5
714385879,5
710630149,5
713986130,
713447059,5
712343630,3
711116487,
713443592,"5,8"
714337972,3
713689615,
711471108,5
713223681,5
709847671,6
709611767,5
711134903,5
710034345,9
712675464,8
712027049,
710637835,
710247250,3
712730457,3
711081683,"5,8"
713515593,5
709495037,8
714149443,10
711772873,5
711878390,3
712788232,
714182028,3
714329776,3
714086139,
713201147,
710758051,5
714176959,5
710101926,
711036346,"8,9"
712867953,
712292415,
714048551,5
710701573,5
713651232,10
712524363,5
710138844,8
710888166,"8,9"
709426858,5
712323050,8
713975020,
712235666,
713372927,5
711402406,5
711636724,"5,9"
711765834,
711966753,
713748415,
713394605,3
712363458,
712455057,6
711949173,5
710679110,5
713156232,9
712301550,
713394591,"5,8,9"
709470918,3
711460397,9
713905141,
713176382,1
711657649,0
709464706,"3,5"
710495177,5
711328328,5
710763574,2
713117908,
713956974,
710514986,
713981910,
710534138,5
711303154,8
711055876,8
709734967,
713043460,"3,11"
710801086,
709920259,5
713248191,
713673820,
710776843,
714062905,5
710097122,
714266698,
710525459,"8,9"
710138984,
713649776,5
711796638,
711991009,4
712042443,
713530231,1
710321813,5
710146571,"3,5"
710915708,"5,8"
713869331,3
712890088,9
711661831,3
713335116,
713943053,7
713662759,3
713252411,8
714404258,"5,8"
710431363,1
711544221,
711824743,10
709441800,9
710518409,
713094253,5
709802026,3
711457721,7
713275056,5
714056645,
710732889,10
713234044,"5,8"
713557594,"5,8"
712436381,"5,8"
711409311,5
710611926,5
712291741,"5,8"
713631150,"5,8"
713689795,
711336051,5
712785391,1
713697845,5
712244078,5
714214383,8
711994525,
709959889,8
712941408,8
711079959,5
710613448,0
711289392,"5,8"
713220726,1
712459324,8
713334644,
709865660,5
710597470,5
713043210,3
712868642,
709706407,"1,9"
711695303,5
711738511,9
711171163,
710017510,1
709661265,3
713125686,13
712850250,
711203718,8
712868454,
711545387,10
710706191,
712337603,5
714268836,
710506855,
711837575,
712115605,"5,8,9"
713379986,8
710934279,"1,3"
713331255,5
711430689,"5,10"
709461108,10
713019626,
710400080,11
708725772,
712122520,
711888760,8
711322765,5
709883044,3
712546659,7
712814366,7
713077374,5
712635779,6
710329312,9
713991227,
713979600,9
713363346,"8,9"
709737021,5
713173019,7
710160596,
710550904,
710117413,"1,8"
714226826,
714037141,"5,8"
713356486,1
710808086,5
713594742,8
712209760,
710488561,3
711303290,6
713849945,
712245600,
714343376,5
709632391,
710931651,
710446094,3
712988497,
710197938,1
710592084,3
713405255,5
711111106,8
712754149,8
709754268,3
709812964,"5,8"
712044541,"1,8"
713613097,5
710927551,3
712357994,3
714017131,
713429704,3
712731725,"1,3"
711620213,5
712626193,5
713594588,3
712669453,3
711950999,8
713832359,6
713808810,
714243101,1
710537705,9
713654539,5
712232278,10
709687219,
712032937,5
711563395,"5,8"
713115790,5
712725694,9
714344527,3
710347046,"3,5"
713157390,
710636364,
712610814,3
709545311,"5,8"
711503094,5
712525773,5
712502408,
711104906,8
710347161,7
712576078,6
714389643,10
710311519,
713285153,
712167903,5
713618027,5
712991384,5
713940452,3
714047962,8
713438132,13
711738623,5
712088996,5
712538572,3
709853455,
711860977,5
713111920,
710963634,3
711654747,
712924609,
714276613,5
710591092,
714137738,
712143654,8
710472796,
712626618,5
714017671,5
713186729,
711723710,
710185204,
711186628,10
713373226,4
711862138,5
710071399,
714407403,
713497836,0
713338168,
711977376,5
713748201,8
710519461,6
714027580,
712458517,0
712903394,2
711307935,5
712888820,
713409073,
713424565,
713868021,
710106987,5
714268478,10
711566041,
709815846,3
711345369,5
712046515,3
712107269,
713464319,
711036639,5
714379553,5
711414438,
709407147,
713798126,"5,9"
713081504,
712688596,
710612772,3
709872915,"5,8"
711031627,3
713622478,
713194522,5
711710921,
710911038,3
710034174,
710538035,3
712055455,"0,8"
712821717,5
714152044,8
712491367,
710259217,5
712069595,6
710044001,
713043893,3
710761551,5
712545353,5
709569507,
713899881,
709811506,5
710825906,
710927141,5
712996384,10
709767733,5
714167551,5
709742668,5
711184063,
709498013,"3,5"
709421955,6
712326768,"2,5,8"
714403227,6
713074902,5
710691375,
710030710,5
712620248,
710871322,5
712519384,
712659369,
711071492,"2,8"
713865042,11
711441388,8
714325924,5
710489178,8
710270369,
713535237,5
712465890,5
713566630,5
712384721,5
713613641,5
710121015,5
712145284,
712628595,1
711832330,
710366974,
711638297,10
710919317,5
713659163,3
711919678,"5,8"
712037494,
714180922,
710151014,
713652094,
713375538,13
713188291,"1,5"
712955403,
710150489,"3,5"
712812312,5
713135210,8
710643365,8
710651056,
710812293,5
709677884,5
709541512,5
712951494,"5,8"
711579404,3
713100305,
709731825,5
709980427,
712901768,4
710660378,
712793197,3
710897028,"5,8,9"
710571655,8
710022222,5
713579833,5
713338306,8
709758683,5
712184474,7
714194448,5
714051665,8
710981107,5
713139288,
711973170,
711879657,10
710087506,5
710109951,3
712418931,0
710278150,1
711601128,10
711779506,1
710713201,5
713248457,5
713497339,5
713725680,"8,9"
709707796,5
710945231,5
713642165,
713417438,5
712099393,
713601190,5
709961572,"1,5"
713809021,5
710534090,1
709430283,5
710286172,5
711788866,5
712998906,7
712064536,5
713860304,5
709549856,
712256462,5
709723541,
711209058,5
710834409,9
710710850,"8,9"
709626394,3
714268820,"5,8"
712668660,3
713634177,9
709501331,3
714366347,1
709891259,5
713640000,"3,5"
713317274,5
711557343,3
710184676,
709882988,1
711307922,8
714379956,13
713154411,5
712290568,1
711810305,"5,8"
712609631,5
712783392,"1,5,8"
710442997,
713968867,
713244030,1
712232635,"5,8"
713973025,"5,8"
711341572,1
712395225,5
712903415,9
713654811,5
712026064,
713594641,"5,8"
714076523,"1,8"
710910548,7
713556199,5
711862907,8
713527546,3
711662120,"5,10"
712462044,5
711874037,5
713463851,5
713275907,9
710847477,9
710972623,6
714247015,4
711226619,5
710050345,1
712961029,5
710555273,
713709026,3
712346199,5
711318845,"5,8"
711784441,5
711121959,8
709567276,5
712796646,
712151115,
710713718,5
711414789,8
712549162,5
713600039,7
710668715,1
713860568,5
713992644,
712924520,8
714294351,
711226002,
714207521,
711497091,
709691280,5
711386245,6
714311881,5
713967621,"3,5"
709698145,3
709427820,5
711968891,8
711233925,10
713021091,"5,8"
714216384,11
711702155,4
714101032,
714164368,
709676725,5
710421875,
713445561,
712655552,3
713873556,8
713069292,8
712013933,5
710143245,
711828210,"8,9"
712617527,"2,5,8"
714025231,5
711218971,
710767098,5
709438034,3
712270152,
711373825,3
712327357,8
712141831,12
711946533,10
712721790,
712735512,5
712493641,3
712123734,
711580704,
713395703,
713934146,"5,8"
713230647,
711815568,6
709778372,6
710273812,3
711612589,10
711588271,3
710729956,
713142508,
712002872,7
713359302,
711264491,3
711264809,5
709977816,5
710774437,"5,8"
712128369,5
710128670,
712579839,5
712283050,
712916901,5
710574709,
710834424,3
713453233,5
710149853,5
711760395,7
709995746,0
713881172,5
713776023,5
712781905,3
713219754,
712136195,8
710311159,7
713280807,5
714405440,6
714074746,5
711134756,5
714216169,
713758917,
712767060,
712150256,3
711317950,0
711471619,"5,8"
711726274,
712609713,3
712712244,3
712620798,9
712309740,"3,9"
712338984,5
709802128,5
713903726,5
711956239,3
713297945,
710838416,3
710281798,3
714069402,
713215736,
712088060,
711458816,1
713341711,
714061595,"2,5"
714380419,
710623484,2
710189022,3
711520328,3
709827573,10
709559173,
712948133,5
714296383,3
712021976,5
712763773,5
711829741,9
710718872,3
711797788,"5,8"
712358839,"3,8"
713497995,8
710674690,5
709422406,3
711613911,7
711839307,
711750824,5
709916167,5
713788102,
714009082,"2,5"
714232130,5
710456293,5
712104576,8
710418333,3
711320075,3
713844407,
711365083,10
712254124,
709563914,
713765561,
711766998,
710928619,
709552601,
713655263,"5,8"
712132924,4
709980478,"1,5"
712845996,
713252002,
712715103,5
710802687,0
713579776,3
711209450,10
710220793,9
710849106,3
709780472,
710428818,
711561700,3
713793631,
714384809,5
711705022,
710973772,
711145120,5
711876412,5
714320368,
713880805,5
709483597,1
712091660,
713871393,"1,5,8"
713646990,5
711786269,
711553679,"1,5"
712717200,3
709843822,
712005114,
709666728,5
709883993,
709914144,"5,8"
714252084,4
712905364,
710142187,5
712918957,"5,8"
710478851,5
711948931,"3,5"
710537315,10
712669345,9
710232777,5
710351379,
712349947,1
713108803,5
710439365,2
713643804,8
711435132,
712171299,
710132180,
711944499,5
712240243,
711900262,5
709436131,10
710462729,
712818909,"3,5"
709670882,
714024950,5
710472538,
714099279,5
712597900,0
714082852,3
712574751,5
713984049,3
710331708,7
709934144,5
711660581,5
714401706,5
710990612,"1,3,5"
713697167,
713187594,
712879819,0
710836835,5
710883383,1
714379755,"5,8"
713498947,"5,7"
710440352,3
710856524,5
712570488,5
714070663,
711307163,8
714378897,
710311877,5
711308923,"3,5"
713082342,10
709594387,8
710044147,6
712055605,
714283701,8
712627986,
713116848,5
713165645,"1,5"
709467256,
712348452,
709799068,
710210714,
713414395,
714287409,
709769723,10
712900871,
714327637,5
713187330,
710815473,
709885262,1
712506874,
712293438,
712276981,"8,9"
711868522,5
710972978,1
714053735,
712445727,5
713702101,8
713065037,
713709456,5
712676519,
711455383,5
713202931,5
709535154,
711508994,10
711803629,7
713213164,5
712664699,
712409505,
709817027,
710495905,5
714013915,
711787772,
714415824,
713742492,8
710720923,9
714399187,
712696446,9
711378303,5
710067736,
712497480,8
714080872,
712256798,5
714197117,5
709420053,5
711251484,9
712948816,
710694424,3
713327848,1
712553785,5
713074912,
710920647,5
712100370,5
710886254,3
714061760,
714130709,3
714130075,1
710625261,5
714180333,8
713755174,5
711761243,6
712972983,
712212587,"3,10"
711982810,5
713237056,
709859477,8
714362015,5
712012795,8
709810327,
714015832,5
713006462,5
713465118,
710650910,
712592581,5
710623339,7
712291872,5
712166501,9
710762960,
712955668,
714265670,7
710131819,
713935559,8
714017001,
710662320,9
709776929,8
713500425,5
712878148,8
709633727,5
709904489,1
713165781,
711771679,5
712364214,8
714012441,9
711007030,7
712688901,10
714080736,3
712422999,10
712353186,3
714170571,
710488903,
712418746,3
713781544,
712404075,3
711266974,"3,5"
710463217,5
713554314,11
713377361,
714138160,
711284086,5
713710462,
710451794,3
713217937,
713773061,10
711039962,5
713992166,
709754605,5
711712450,5
712764446,"5,8"
711988467,
712316718,8
713816931,3
712853263,5
709587445,
710484043,5
713133614,6
713574868,"5,8"
712775219,5
714178599,1
714004545,1
712193243,
709880188,
714297044,2
712340296,11
711575370,
710106203,5
712854438,5
709397241,"3,5"
714098591,"2,3"
713288132,"3,5"
712082061,3
713856308,"5,10"
714144342,9
712238839,"3,9"
712530426,"5,8"
711791138,
711799071,"8,9"
713314868,10
710495821,
714065771,8
713984746,
712566102,5
714090116,5
712213435,"5,8"
710028465,5
711263357,8
712803204,5
712881869,9
714123622,5
711844726,8
710416134,
711130053,3
711322250,
711851584,5
713927024,"5,8"
711311134,3
710922775,5
712333814,3
710154719,
710754871,3
712809036,"5,8"
711985358,3
710567251,5
712712374,
713724932,0
710851334,
713294781,1
712379427,9
712773547,
711616035,8
713938936,5
712214814,2
711621165,5
711206853,5
713105669,
714302527,
713424895,0
713233319,
712163480,
710760495,
712907251,3
709931809,6
712275110,5
713622525,8
710496726,
710543195,5
710465520,5
710094746,0
713395508,
710037702,"1,5"
713687984,
710567008,5
714161838,1
713717194,10
710732813,"3,5"
710623460,5
710146924,"5,8"
712673353,3
713582811,"5,8"
712201869,3
714372766,10
711945200,
714259613,5
710476561,
711993246,5
711526126,
711524430,9
711751428,11
709847581,5
713531365,
713716528,
710015129,
712402984,"3,5"
713367556,12
714207658,5
713273920,
709549810,
710696173,
712281712,5
713501750,4
712249108,"5,8"
710045092,6
711195728,5
709824022,5
709632569,0
714046990,"5,8"
711760347,3
712352420,7
713181782,
712734290,
710241593,"5,8"
713198914,
712589973,10
712863215,7
710066965,
713440569,
711260480,11
709651172,
713406108,5
711909631,
713261184,
714004091,3
713297792,8
712309943,5
709527154,3
711045331,3
709957459,"5,8"
713357844,6
713373093,5
709736159,5
709994583,1
710750728,"5,8"
713175714,8
713507830,
709774564,10
713575386,
713458454,1
709850570,
711374511,5
713990275,5
709946998,1
714069225,
710645782,3
711422155,1
710143322,5
712194582,
714299608,1
709541858,1
711528794,5
710188636,0
712818278,1
710219181,5
712350502,
713358689,8
709928332,5
712963748,
713828193,5
710185790,5
712982831,3
711737395,8
712538138,
709546925,
713260337,
713131936,5
709805992,
711953121,"2,10"
709967227,
709513765,10
709592229,"5,8"
711894573,"1,5"
714086402,
712450299,
714114952,4
711911250,5
713352458,
710399741,3
714414289,9
710814570,5
712675459,5
711321703,5
713178689,
712070511,
710094880,
712397635,
714121086,10
714191025,3
712763096,5
714183747,"5,8"
711966683,5
714422234,
714088344,5
711225474,3
712284791,
711915992,
713488026,
714070334,5
709750817,
709637210,5
709693835,5
710832862,"1,3"
712061677,
710442783,5
710826573,5
713435105,"5,7"
714423574,
714245250,1
714321239,
712217779,6
712779487,1
712273569,
710015603,
710640442,5
711277319,9
714092098,10
711767913,
713325671,8
709671266,5
711330142,5
711124454,3
711910972,11
710365644,"8,9"
712922141,3
709483099,
711719728,8
709814331,1
710239679,5
713342853,3
711388878,5
711997829,
711772320,
711771797,10
710624570,10
714193488,10
712148430,3
712591862,8
714266433,5
709775275,1
712422558,0
713204853,8
713371117,"1,5"
710846186,
710516807,5
711852813,3
713773613,5
710691633,5
709804443,
714014008,5
711843112,5
710488073,1
709738508,6
713900310,
711095425,
710199279,5
712784155,3
714229682,8
710594632,"5,8"
709862391,
710754356,6
714110478,"1,5,9"
711196941,3
710400254,
714225033,1
712074633,6
710096080,1
711067005,5
714155843,9
712240267,"2,8"
711291452,
711845707,5
713580251,5
710437391,5
710811444,5
712938154,5
714036873,
712040476,7
713885454,9
712692938,10
713854635,9
712797495,5
712212339,"1,5"
710257578,
711758025,0
710090173,3
714192839,
714099535,
709611346,"8,9"
712490395,5
711074609,
710504262,3
710074413,"1,5"
712883512,
712796869,"8,9"
711243397,12
711032603,
709695387,
713650734,5
711867612,5
709955950,
711919861,
709678334,1
711124333,
710604690,10
711731271,8
710120295,5
712757701,
710157115,
711141587,10
713427435,10
713258165,5
713458045,5
713424153,8
713279642,1
712202709,5
712022549,
710920421,8
712422234,3
709953912,
712853856,
713553391,10
710246133,
710972534,8
711560735,
713588997,3
714075162,6
713589671,1
710116906,
709836962,5
711957990,8
710007138,10
714183151,5
710562560,3
710494890,5
713100715,
713856721,3
713713728,
714218901,3
711100322,1
714296553,8
712143482,5
712894045,7
710128696,8
714387216,
709627687,5
711454864,8
710475872,3
710561600,5
712184531,6
710380382,
711403833,1
709819586,8
711330500,6
711358769,5
709917839,5
710210020,3
712477191,"5,8"
714354103,
712713149,5
